"","EXPERIMENT","TRIAL","BIAS","TEST","SUBNUM","DAYSOLD","AGEYEARS","INCDECISION"
"341","NA","3","MANNERBIAS","PATHBIAS","63","1961","5","1"
"342","NA","4","PATHBIAS","PATHBIAS","63","1961","5","1"
"343","NA","5","PATHBIAS","PATHBIAS","63","1961","5","1"
"344","NA","6","PATHBIAS","PATHBIAS","63","1961","5","1"
"345","NA","7","PATHBIAS","PATHBIAS","63","1961","5","1"
"346","NA","8","PATHBIAS","PATHBIAS","63","1961","5","1"
"347","PathCondition","1","MANNERBIAS","MANNERBIAS","7","1710","4","0"
"348","PathCondition","2","MANNERBIAS","MANNERBIAS","7","1710","4","0"
"349","PathCondition","3","MANNERBIAS","MANNERBIAS","7","1710","4","0"
"350","PathCondition","4","MANNERBIAS","PATHBIAS","7","1710","4","0"
"351","PathCondition","5","MANNERBIAS","MANNERBIAS","7","1710","4","0"
"352","PathCondition","6","MANNERBIAS","MANNERBIAS","7","1710","4","0"
"353","PathCondition","7","MANNERBIAS","MANNERBIAS","7","1710","4","0"
"354","PathCondition","8","MANNERBIAS","MANNERBIAS","7","1710","4","0"
"355","","1","PATHBIAS","MANNERBIAS","78","1531","4","1"
"356","","2","MANNERBIAS","MANNERBIAS","78","1531","4","1"
"357","","3","PATHBIAS","MANNERBIAS","78","1531","4","1"
"358","","4","MANNERBIAS","MANNERBIAS","78","1531","4","1"
"359","","5","MANNERBIAS","PATHBIAS","78","1531","4","1"
"360","","6","PATHBIAS","MANNERBIAS","78","1531","4","1"
"361","","7","MANNERBIAS","MANNERBIAS","78","1531","4","1"
"362","","8","MANNERBIAS","MANNERBIAS","78","1531","4","1"
"363","","9","PATHBIAS",NA,NA,NA,NA,NA
