"","WillowSubNo","PayCode","movieCheck","trialNo","itemId","eventOrder","blockOrder","eventType","condition","manner","result","verbName","verbMeaning","seeAmbigV1","seeAmbigV2","seeBiasV1","seeBiasV2","seeTrain1a","seeTrain2a","seeTrain3a","seeTrain1b","seeTrain2b","seeTrain3b","seeTestV1","seeTestV2","ambigS","ambigV","bias1","bias2","biasV1Ans","bias1RESP","biasV2Ans","bias2RESP","test1","test2","testV1Ans","test1RESP","testV2Ans","test2RESP","catchTrialNum","catchOrderedNum","catchTrialRESP","commentCheck","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Comments","Answer.English","Answer.country","Approve","Reject","trialCount","SubNo"
"1998","39","cacd22f0bi39","A red and green ball bouncing in a room.","10","5","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","knife","cut","gorping","knife","1","1","1","1","1","1","1","1","1","1","1","1","The monster is gorping the bread.","knife.cut.bread","knife.bend.fork","poker.cut.curtain","1","-1","0","-1","knife.crush.apple","trowel.cut.cheese","1","","0","","7 4 2 8 5","    24578","24578","Again, the videos were mostly black and I could not tell what was happening.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"2000","39","cacd22f0bi39","A red and green ball bouncing in a room.","11","2","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","comb","rip","gossing","comb","0","1","1","1","1","1","1","1","1","1","1","1","The monster is gossing the armchair.","comb.rip.armchair","bat.rip.kite","comb.open.book","0","0","1","1","hammer.rip.shirt","comb.flatten.burger","0","","1","","9 8 0 8 5","    05889","05889","The videos were mostly black, but I could tell a little bit of what was happening.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1999","39","cacd22f0bi39","A red and green ball bouncing in a room.","12","4","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","hammer","crush","nibbing","hammer","1","1","1","1","1","1","1","1","1","1","1","1","The monster is nibbing the strawberries.","hammer.crush.strawberries","pliers.crush.candycanes","hammer.empty.brushcontainer","0","1","1","0","comb.crush.juicebox","hammer.cut.watermelon","0","","1","","6 3 3 2 2","    22336","22336","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1991","39","cacd22f0bi39","A red and green ball bouncing in a room.","13","8","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","trowel","flatten","rolting","trowel","1","1","1","1","1","1","1","1","1","1","1","1","The monster is rolting the sand.","trowel.flatten.sand","crowbar.flatten.donut","trowel.break.flowerpot","0","0","1","1","knife.flatten.sponge","trowel.rip.sack","0","","1","","6 1 9 4 5","    14569","14569","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1988","39","cacd22f0bi39","A red and green ball bouncing in a room.","14","3","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","crowbar","open","zicking","crowbar","1","1","1","1","1","1","1","1","1","1","1","1","The monster is zicking the grill.","crowbar.open.grill","crowbar.rip.pillow","trowel.open.door","1","-1","0","1","crowbar.break.shoe","poker.open.window","1","","0","","3 2 4 9 2","    22349","22349","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1986","39","cacd22f0bi39","A red and green ball bouncing in a room.","15","1","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","bat","break","blicking","bat","1","1","1","1","1","1","1","1","1","1","1","1","The monster is blicking the record.","bat.break.record","bat.flatten.cupcake","comb.break.cookies","1","1","0","0","bat.open.babybottle","pliers.break.eyeglasses","1","","0","","8 1 3 1 6","    11368","11368","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1997","39","cacd22f0bi39","A red and green ball bouncing in a room.","16","7","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","poker","empty","wugging","poker","1","1","1","1","1","1","1","1","1","1","1","1","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","-1","0","-1","poker.bend.lamp","crowbar.empty.detergentcontainer","1","","0","","3 7 7 2 7","    23777","23777","Most of the videos in the second half of the study did not play correctly, and in most I could not tell what was happening.  It was mostly a black rectangle with a few weird moving shapes.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1990","39","cacd22f0bi39","A red and green ball bouncing in a room.","2","4","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","hop","around","molking","around","0","1","1","1","1","1","1","1","1","1","1","1","The monster is molking around the penguin.","hop.around.penguin","crabwalk.around.firehouse","hop.up.deer","0","1","1","0","hop.down.gazeebo","walk.around.goat","0","0","1","1","8 8 8 1 3","    13888","13888","molking = circling","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1993","39","cacd22f0bi39","A red and green ball bouncing in a room.","3","6","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","stoopwalk","through","pimming","through","1","1","1","1","1","1","1","1","1","1","1","1","The monster is pimming through the flowers.","stoopwalk.through.flowers","tiptoe.through.lighthouse","stoopwalk.between.swings","0","1","1","1","stoopwalk.front.fishtank","crawl.through.pyramid","0","0","1","1","4 3 1 3 7","    13347","13347","pimming through = passing through","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1987","39","cacd22f0bi39","A red and green ball bouncing in a room.","4","1","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","crabwalk","into","krading","into","1","1","1","1","1","1","1","1","1","1","1","0","The monster is krading into the garage.","crabwalk.into.garage","crabwalk.down.birdhouse","hop.into.cabin","1","0","0","1","roll.into.tower","crabwalk.up.cat","1","1","0","0","1 3 2 7","   1237","1237","krading = going","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1992","39","cacd22f0bi39","A red and green ball bouncing in a room.","5","5","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","roll","between","torging","between","1","1","1","0","1","1","1","1","1","1","1","1","The monster is torging between the trees. ","roll.between.trees","roll.through.tent","walk.between.buildings","1","0","0","1","crabwalk.between.lights","roll.over.shrub","1","1","0","0","4 2 3 7 9","    23479","23479","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1995","39","cacd22f0bi39","A red and green ball bouncing in a room.","6","3","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","flapwalk","up","zarking","up","1","1","1","1","1","1","1","1","1","1","1","1","The monster is zarking up to the cat.","flapwalk.up.cat","flapwalk.around.horse","crawl.up.swan","1","0","0","1","tiptoe.up.well","flapwalk.into.igloo","1","1","0","0","1 7 0 6 4","    01467","01467","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1994","39","cacd22f0bi39","A red and green ball bouncing in a room.","7","2","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","crawl","down","glipping","down","1","1","1","1","1","1","1","1","1","1","1","1","The monster is glipping down to the clown.","crawl.down.clown","flapwalk.down.frog","crawl.into.cave","0","1","1","0","crawl.around.birdhouse","stoopwalk.down.lamp","0","0","1","1","4 9 6 1","   1469","1469","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1985","39","cacd22f0bi39","A red and green ball bouncing in a room.","8","7","b1Motion_b2Causal","b1Path_b2Causal","Motion","Path","tiptoe","over","birking","over","1","1","1","1","1","1","1","1","1","1","1","1","The monster is birking over the cone.","tiptoe.over.cone","tiptoe.front.snowplow","stoopwalk.over.haystack","1","0","0","1","flapwalk.over.plane","tiptoe.between.pigs","1","1","0","0","1 9 4 2 5","    12459","12459","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"1996","39","cacd22f0bi39","A red and green ball bouncing in a room.","9","6","b1Motion_b2Causal","b1Path_b2Causal","Causal","Means","pliers","bend","klebbing","pliers","1","1","1","1","1","1","1","1","1","1","1","1","The monster is klebbing the candle.","pliers.bend.candle","hammer.bend.sunflower","pliers.cut.pizza","0","1","1","-1","bat.bend.flagpole","pliers.empty.martiniglass","0","","1","","3 7 4 5 5","    34557","34557","The video was mostly black on the last one.  I couldn't really tell what the monster was doing.","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"2GUNJQ2172Z9MGZ8ZXCC1EBZH1BQYV","ACVGZNX29EJ1O","Submitted","Thu Oct 03 22:19:08 GMT 2013","Thu Oct 03 22:55:54 GMT 2013","Sun Oct 13 15:55:54 PDT 2013",NA,NA,NA,2206,"0% (0/0)","0% (0/0)","0% (0/0)","Most of the videos in the second half of the survey did not play correctly, and I could not tell what was happening.  Most of them were just black rectangles with some weird moving shapes.  In the first half of the study, they worked great.","yes","USA",NA,NA,16,"125"
"2013","40","a24659a179a40","a big red ball following a smaller green ball","1","7","b1Causal_b2Motion","b1Means_b2Motion","Causal","Means","poker","empty","wugging","poker","1","1","1","1","1","1","1","1","1","1","1","1","The monster is wugging the trash.","poker.empty.trash","poker.crush.car","knife.empty.goblet","1","0","0","1","poker.bend.lamp","crowbar.empty.detergentcontainer","1","1","0","1","5 6 5 0 5","    05556","05556","what","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2016","40","a24659a179a40","a big red ball following a smaller green ball","10","4","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","hop","around","molking","hop","1","1","1","1","1","1","1","1","1","1","1","1","The monster is molking around the penguin.","hop.around.penguin","crabwalk.around.firehouse","hop.up.deer","0","0","1","0","hop.down.gazeebo","walk.around.goat","1","","0","","3 4 8 6 6","    34668","34668","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2006","40","a24659a179a40","a big red ball following a smaller green ball","11","3","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","flapwalk","up","zarking","flapwalk","0","1","1","1","1","1","1","1","1","1","1","1","The monster is zarking up to the cat.","flapwalk.up.cat","flapwalk.around.horse","crawl.up.swan","1","0","0","0","tiptoe.up.well","flapwalk.into.igloo","0","","1","","8 4 9 1 2","    12489","12489","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2009","40","a24659a179a40","a big red ball following a smaller green ball","12","2","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","crawl","down","glipping","crawl","1","1","1","1","1","1","1","1","1","1","1","1","The monster is glipping down to the clown.","crawl.down.clown","flapwalk.down.frog","crawl.into.cave","0","1","1","1","crawl.around.birdhouse","stoopwalk.down.lamp","1","","0","","4 4 5 2 6","    24456","24456","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2005","40","a24659a179a40","a big red ball following a smaller green ball","13","8","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","walk","front","dacking","walk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is dacking in front of the elephant. ","walk.front.elephant","roll.front.giraffe","walk.over.sandpile","0","0","1","1","walk.through.hut","hop.front.bunny","1","","0","","8 5 0 8 3","    03588","03588","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
"2008","40","a24659a179a40","a big red ball following a smaller green ball","14","1","b1Causal_b2Motion","b1Means_b2Motion","Motion","Manner","crabwalk","into","krading","crabwalk","1","1","1","1","1","1","1","1","1","1","1","1","The monster is krading into the garage.","crabwalk.into.garage","crabwalk.down.birdhouse","hop.into.cabin","1","1","0","1","roll.into.tower","crabwalk.up.policebox","0","","1","","5 6 1 8 5","    15568","15568","","2OOO33FDEY5C1MIN44Q3ECRH9IG0R9","22OWJ5OPB0YVTPQ0A927KP9U3GAX5M","Merry Monster Survey","Watch videos and answer questions to learn new words (60-75 minutes)!","psychology, language, words, sentences, judgment","$3.25","Thu Oct 03 21:58:11 GMT 2013",40,"BatchId:1285189;",14400,864000,"Tue Oct 08 21:58:11 GMT 2013",NA,NA,"23NOK5UFJ51YKGWQNSPQY1CX9KGA77","A2AT0G92TP7HCG","Submitted","Thu Oct 03 22:17:41 GMT 2013","Thu Oct 03 23:02:19 GMT 2013","Sun Oct 13 16:02:19 PDT 2013",NA,NA,NA,2678,"0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA",NA,NA,16,"126"
